source,target,weight,PMID
Runx3,Casp2,1,17956589
Runx3,Casp3,1,15930301;19290488
Runx3,Casp7,1,15930301
Runx3,Casp8,1,15930301
Runx3,Cd36,-1,16887969
Runx3,Cd6,1,19446338
Runx3,Cflar,-1,17956589
Runx3,Cldn7,1,19706291
Runx3,Clec4g,1,19111020
Runx3,Dnase1,1,17956589
Runx3,Fadd,1,17956589
Runx3,Hes1,-1,19800882
Runx3,Hspd1,-1,17956589
Runx3,Ing1,1,17956589
Runx3,Ing4,1,17956589
Runx3,Mmp9,-1,21128246
Runx3,Pea15,-1,17956589
Runx3,Tcf4,1,24447505
Runx3,Tial1,-1,17956589
Runx3,Traf6,1,17956589
Runx3,Txn2,-1,17956589
Runx3,Wnt4,-1,22171134
Ruvbl1,Tp53,-1,21617703
Rxra,Abca1,1,14764426
Rxra,Abcc3,-1,17272513
Rxra,Cpt1b,1,15356291
Rxra,Il2ra,1,12149223
Rxra,Il2rb,1,12149223
Rxra,Il2rg,1,12149223
Rxra,Serpinc1,1,8761481;8910619
Rxra,Thbd,1,11036068
Sall3,Dnmt3a,1,19139273
Sall3,Hdac9,-1,18332107
Sall4,Cdh1,-1,23954296
Sall4,Sall4,1,20505821;22128185
Sall4,Zeb1,1,23954296
Satb1,Cdk4,1,22583549
Satb1,Hdac1,1,15713622
Satb1,Il2ra,1,15713622
Satb1,Mki67,1,22839214
Satb1,Spi1,1,17694175
Satb2,Tp63,-1,21965674
Setbp1,Ptpa,-1,21233840
Setbp1,Ptger2,-1,18419541
Setbp1,Ptgs2,-1,18419541
Sf1,Amh,1,11097782;9774680
Sf1,Cyp11a1,1,19477906
Sf1,Hsd3b1,1,23874725
Sf1,Mc2r,1,12530626
Sf1,Sf3b1,1,16376933
Sox9,Sf1,1,12837698
Sf1,Sox9,1,21412441
Sf1,Star,1,19001523
Sf1,Sult2a1,1,15388788;15878968
Sf1,Tcerg1,-1,11604498
Sf1,U2af2,1,10606272;16376933
Shox2,Acan,1,24421874
Sim2,Bcl2,-1,21729534
Sim2,Casp3,1,21729534
Sim2,Prkn,1,15963499
Sin3a,E2f1,-1,16254079
Sin3a,Klk1b26,-1,16254079
Sin3a,Klk1b8,-1,16254079
Sin3a,Klk1b9,-1,16254079
Sin3a,Klk1b1,-1,16254079
Sin3a,Klk1b11,-1,16254079
Sin3a,Klk1b27,-1,16254079
Sin3a,Klk1b22,-1,16254079
Sin3a,Klk1b21,-1,16254079
Sin3a,Klk1b5,-1,16254079
Sin3a,Klk1b16,-1,16254079
Sin3a,Klk1b3,-1,16254079
Sin3a,Klk1b24,-1,16254079
Sin3a,Klk1b4,-1,16254079
Sin3a,Klk1,-1,16254079
Sirt1,Abcb1a,1,20713551
Sirt1,Acan,1,21337390
Sirt1,Adamts5,-1,21337390
Sirt1,Ccar2,-1,23892437
Sirt1,Ccnd1,-1,21474819
Sirt1,Cdh1,-1,21640770;22249256
Sirt1,Cdkn1a,-1,15130752;21719763;23474493
Sirt1,Cfh,-1,17558024
Sirt1,Cflar,1,22483777
Sirt1,Col10a1,-1,21337390
Sirt1,Col1a2,-1,23079621
Sirt1,Ctnnb1,-1,22245592
Sirt1,Dll4,-1,20631301
Sirt1,Egln1,-1,22245592
Sirt1,Esrrg,1,19690166
Sirt1,Ezh2,-1,21703114
Sirt1,Foxp3,1,21533107
Sirt1,Hbb-y,-1,22328728
Sirt1,Hbb-bh1,-1,22328728
Sirt1,Hif1a,1,22245592
Sirt1,Hsf1,1,19229036;23349863
Sirt1,Hspa4,1,23349863
Sirt1,Hyou1,1,22564731
Sirt1,Icam1,-1,23238746
Sirt1,Il1b,1,21245135
Sirt1,Lin28a,1,24631505
Sirt1,Mcl1,1,22483777
Sirt1,Mmp9,-1,19376817;21474819
Sirt1,Nbn,1,18692496
Sirt1,Ndrg1,1,16314423
Sirt1,Notch1,-1,23028940
Sirt1,Nqo1,-1,20623181
Sirt1,Pax6,-1,20631301
Sirt1,Per1,1,22149272
Sirt1,Sele,1,21810449
Sirt1,Shc1,1,21778425
Sirt1,Tbx3,-1,20631301
Sirt1,Tert,1,12837246;24416313
Sirt1,Tnf,1,21245135
Sirt1,Tp73,1,19188449
Sirt1,Wrn,-1,17996922
Sirt1,Xpc,-1,21149730
Six1,Vegfc,1,22466647
Ski,Fhl2,1,14583455
Ski,Mdm2,1,22411991
Skil,Adam12,-1,20457602
Smad1,Ibsp,1,22492284;23485603
Smad1,Tnfrsf11b,1,11139569;14672939
Smad2,Ahr,1,11259615
Smad2,Bcl2,1,24739390
Smad2,Gli1,1,24739390
Smad3,Ahr,1,11259615
Smad3,Col7a1,1,9582342;9843964
Smad3,Fstl3,1,11571638
Smad3,Mxd1,1,21345218
Smad3,Vdr,1,17471513
Smad3,Zfp36,1,12754205
Smad4,Ahr,1,11259615
Smad4,Btrc,-1,14988407
Smad4,Col7a1,1,9582342;9843964
Smad4,Dach1,-1,14525983
Smad4,Epo,1,14741200
Smad4,Fbxo32,1,20065949
Smad4,Hp,1,11331273
Smad4,Ucp2,1,21935467
Smad4,Zfp36,1,12754205
Smad7,Cdkn2b,-1,15555279
Smad7,Hmox1,-1,11018038
Smad7,Met,1,15339794
Smad7,Tgfbr1,-1,15221015
Smarca4,Abcg2,1,18234970
Smarca4,Cad,1,14559996
Smarca4,Ccnd1,-1,18239461
Smarca4,Cd44,-1,14604992
Smarca4,Cdh1,1,20418909
Smarca4,Cdkn1a,1,14729964
Smarca4,Cdkn2a,1,14604992
Smarca4,Fos,-1,10082538
Smarca4,Mecom,1,14555651
Smarcb1,Cd44,-1,14604992
Smarcb1,Cdkn2a,1,14604992
Snai1,Cxadr,-1,10487759
Snai1,Hbegf,1,22641673
Snai1,Thbs1,-1,19874710
Snai2,Cd44,1,20509143
Snai2,Cxadr,-1,10487759
Snai2,Cxcr4,1,22074556
Snai2,Jag1,1,20509143
Snai2,Lpar2,-1,17671192
Snai2,Mmp17,-1,20019845
Snai2,Mmp9,1,22074556
Snai2,Pou5f1,1,21567100
Snd1,Agtr1a,1,18603592
Snw1,Hes1,1,15546612
Snw1,Rarb,1,19934264
Sox10,Col11a2,1,12783851
Sox17,Hnf4a,1,22068426
Sox2,Abcc3,1,21531766
Sox2,Isl1,-1,20739473
Sox2,Itga6,1,22311737
Sox2,Mki67,-1,20739473
Sox2,Mmp3,1,22184093
Sox2,Plac1,-1,21304604
Sox2,Pou4f2,-1,20739473
Sox2,Rho,-1,20739473
Sox2,Sema6a,1,17671748
Sox2,Tubb3,-1,20739473
Sox2,Vim,1,20739473
Sox4,Ago1,1,19147588
Sox4,Axin2,1,22098624
Sox4,Dhx9,1,19147588;22098624
Sox4,Dicer1,1,19147588;22098624;22689055
Sox4,Hdac8,1,23482931
Sox4,Kmt2a,1,20019190
Sox4,Nkx3-1,1,20019190
Sox6,Ccna2,-1,21084391
Sox6,Cdk4,-1,21084391
Sox6,Cdkn1a,1,21084391
Sox6,Ctnnb1,-1,21084391
Sox6,Tp53,1,21084391
Sox9,Cdk4,1,20651055
Sox9,Dcc,1,19745029
Sox9,Dct,1,17702866
Sox9,Klf4,1,18977346
Sox9,Mitf,1,17702866
Sox9,Pou3f2,-1,15896776
Sox9,Shh,1,20569257
Sox9,Tyr,1,17702866
Sp1,Acan,1,12081893
Sp1,Adam10,1,21854868
Sp1,Adam23,1,20851106
Sp1,Adra1a,1,10520459
Sp1,Adra2b,1,15037199
Sp1,Grk2,1,12423667
Sp1,Agt,1,12032593
Sp1,Apaf1,1,15972851
Sp1,Aplnr,1,17309882
Sp1,Areg,1,14742435
Sp1,Arf6,1,19642173
Sp1,Atp2a3,1,22851172
Sp1,Bace2,1,15857888
Sp1,Bdkrb1,1,10842322
Sp1,C4b,1,9574539
Sp1,Cbfb,1,9064279
Sp1,Ccl5,1,11259372;18367595;19124744
Sp1,Cd163,1,10725797
Sp1,Cd1d1,1,22419072
Sp1,Cd83,1,12182451
Sp1,Col18a1,1,11093745
Sp1,Cxadr,1,22190856
Sp1,Cyp7a1,1,9875228
Sp1,Ddb1,1,12527763
Sp1,Ddb2,1,12527763
Sp1,Dhcr24,1,22431021
Sp1,Elf4,1,15907486
Sp1,Fbp1,1,11023824
Sp1,Gm2a,1,10987359
Sp1,Gspt1,1,22580340
Sp1,Hcn2,1,19471099
Sp1,Hcn4,1,19471099
Sp1,Hdac4,1,16280357
Sp1,Hoxb7,1,12697323
Sp1,Hsd17b1,1,9231796
Sp1,Htr1a,1,8626793
Sp1,Hyal1,-1,18718911
Sp1,Id4,-1,9516472
Sp1,Il2rb,1,9199305
Sp1,Impdh2,1,7896827
Sp1,Irf5,1,20127100
Sp1,Isg20,1,10871365
Sp1,Krt19,1,10859317
Sp1,Krt5,1,12024040
Sp1,Lsp1,1,9257843
Sp1,Mat2b,1,11337507
Sp1,Mcts1,1,12938157
Sp1,Mme,1,14510963
Sp1,Mmrn1,1,15631312
Sp1,Mpg,1,10563836
Sp1,Mta1,1,21555589
Sp1,Ndufv1,1,17786189
Sp1,Nfkb2,1,7541912
Sp1,Nos1,1,12237165
Sp1,Nr4a1,1,8961265
Sp1,P4ha1,1,21829524
Sp1,Pde6a,1,9770645
Sp1,Pde6b,1,11438531
Sp1,Pdha1,1,8476854
Sp1,Pdia2,1,8503862
Sp1,Pelo,1,17669516
Sp1,Plaa,1,18291623
Sp1,Pold2,1,10978529
Sp1,Pole2,1,11433027
Sp1,Ppl,1,19583808
Sp1,Recql4,1,10552928;15674334
Sp1,Rora,1,14742449
Sp1,Scnn1b,1,11934701
Sp1,Sgpl1,1,21184844
Sp1,Slc25a20,1,21130740
Sp1,Slc39a8,1,18556457
Sp1,Slc7a5,1,17023546
Sp1,Snapc1,1,9644240
Sp1,St6gal1,1,10814704
Sp1,Tf,1,8548503
Sp1,Tfpi2,1,12446683
Sp1,Tgm4,1,10580145
Sp1,Ticam1,-1,14960149
Sp1,Tk1,1,10502302;17192405
Sp1,Tnfsf14,1,12215452
Sp1,Tnni3,1,10652194
Sp1,Tymp,1,17805539
Sp1,Ugcg,1,15342415
Sp1,Usp7,1,7642633
Sp1,Was,1,10066431
Sp1,Wrn,1,11896071
Sp1,Yy1,1,22553354
Sp2,Cd14,1,11698458
Sp2,Dnmt3a,1,15362956
Sp2,Dnmt3b,1,15362956
Sp2,Hsd17b2,-1,18270252
Sp3,Alox12,1,9164849
Sp3,Bpi,1,14623259
Sp3,Cd14,1,11698458
Sp3,Cd83,1,12182451
Sp3,Cftr,1,14766015;16877677
Sp3,Cyp17a1,1,11463853
Sp3,Cyp46a1,1,20930312
Sp3,Erbb2,1,22553354
Sp3,Etf1,-1,14563555
Sp3,Fbp1,1,11023824
Sp3,Hbegf,1,22641673
Sp3,Hdac4,1,16280357
Sp3,Hoxb7,1,12697323
Sp3,Id4,-1,9516472
Sp3,Msh6,1,14585961
Sp3,Nfkb1,1,20538607
Sp3,Rassf1,1,19450668
Sp3,Rela,1,20538607
Sp3,Rora,1,14742449
Sp3,Slc19a3,1,15217784
Sp3,Slc1a3,1,14713304
Sp3,Tgm4,1,10580145
Sp3,Timp2,1,10764764
Sp3,Tymp,1,17805539
Sp3,Yy1,1,22553354
Spdef,Agr2,1,19786015
Spdef,Plaur,-1,12907642
Spdef,Spink4,1,19786015
Spen,Dmpk,1,21637295
Spi1,Bpi,1,14623259
Spi1,Cd163,1,10725797
Spi1,Cd22,1,15892171
Spi1,Csf2ra,1,7565736
Spi1,Il5,1,19487701
Spi1,Macrod1,-1,19698236
Spi1,Ms4a1,1,11226004;15892171;19769942
Spi1,Msr1,1,7777517;8007948
Spi1,Nsfl1c,1,10542290
Spi1,P2ry10,1,10567398
Spi1,Pebp1,1,9334192
Spi1,Prg2,1,12202480
Spi1,Scarb1,1,8007948
Spi1,Scarb2,1,8007948
Spi1,Stat3,1,24429361
Stat3,Spi1,1,11889125
Spi1,Was,1,10066431
Spib,Irf7,-1,22698399
Srcap,Klk1b26,1,20432434
Srcap,Klk1b8,1,20432434
Srcap,Klk1b9,1,20432434
Srcap,Klk1b1,1,20432434
Srcap,Klk1b11,1,20432434
Srcap,Klk1b27,1,20432434
Srcap,Klk1b22,1,20432434
Srcap,Klk1b21,1,20432434
Srcap,Klk1b5,1,20432434
Srcap,Klk1b16,1,20432434
Srcap,Klk1b3,1,20432434
Srcap,Klk1b24,1,20432434
Srcap,Klk1b4,1,20432434
Srcap,Klk1,1,20432434
Srcap,Pck2,1,11522779
Ar,Srebf1,1,16541421
Srebf1,Ar,-1,18245227;20071336
Srebf1,Bcl2l1,-1,16091421
Srebf1,Fas,1,12531699;18420801;20173757;9300785
Srebf1,Thrsp,1,11448969;22672904
Srebf2,Abcg5,-1,21123766
Srebf2,Abcg8,-1,21123766
Srebf2,Fabp6,1,11684682
Srebf2,Fas,1,9300785
Srebf2,Lipc,1,15721010;22253973
Srf,Acta1,1,12760745;15623502;15933209;8423791;9571041
Srf,Cftr,1,16170155
Srf,Creb1,-1,1531519
Srf,Fosl1,1,15806162
Srf,Hmgxb4,1,20511232
Srf,Kpna1,1,21131446
Srf,Kpnb1,1,21131446
Srf,Lmo7,1,21670154
Srf,Mmp14,1,12654640
Srf,Mmp2,1,12654640
Srf,Myl9,1,19724058
Srf,Plau,1,15514113
Srf,Plg,1,15514113
Srf,Prrx1,1,18604245
Srf,Samd4a,1,16814806
Srf,Smn1,1,15550677
Srf,Ube2s,1,18780286
Stat2,Ptgs2,1,12586443
Stat2,Rcan1,1,22426484
Stat2,Scarb2,1,17998316
Stat3,Abca1,1,19783654
Stat3,Ar,1,17374439;23906537
Stat3,Ccnd3,1,15184887;16084951;18310224
Stat3,Cdh1,1,18320073;22205702
Stat3,Cdk4,1,22218594
Stat3,Cfb,1,22169226
Stat3,Cflar,1,18222423
Stat3,Cish,1,14630083
Stat3,Csrp1,1,18292576;8621622
Stat3,Ccn2,-1,21245987
Stat3,Ccn1,1,22401280
Stat3,Ddit3,-1,23288901
Stat3,Epas1,1,23991099
Stat3,F2r,1,23504318
Stat3,Fas,-1,15223310;16651438;22313388
Stat3,Fgf1,-1,14673954
Stat3,Fgl1,1,19304666
Stat3,Flt3,1,16418395
Stat3,Gast,1,20568281;20949125
Stat3,Hmox1,1,19129475;20568122
Stat3,Hspb1,1,14715258;16527988
Stat3,Ifnar1,1,18550668
Stat3,Ifng,1,12759422;15522880;18616672;26170288
Stat3,Il11,1,23224145
Stat3,Il2,1,18550668
Stat3,Il2ra,1,10068671;11368440;24159173
Stat3,Jak2,1,17151100;19783654
Stat3,Lcat,1,12032172
Stat3,Ltbp1,-1,22814105
Stat3,Mdc1,1,20804538
Stat3,Mmp10,1,16205632
Stat3,Myd88,1,12244150;7567467
Stat3,Nlk,1,15764709
Stat3,Nox4,1,19834108
Stat3,Nr2c2,1,15764709
Stat3,Oas1a,-1,18550668
Stat3,Pax3,-1,19074888
Stat3,Psmb5,1,24627483
Stat3,S1pr1,1,21102457
Stat3,Shh,1,22554932
Stat3,Stk11,1,24913037
Stat3,Twist2,1,17909010
Stat3,Ucp2,-1,21344490
Stat3,Vdr,-1,23424038
Stat3,Vegfb,1,16899623;21731766
Stat3,Zfp36,1,19542371;21606497;22865915
Stat4,Nox1,1,19834108
Stat4,Nox4,1,19834108
Stat4,Pim1,1,10068671
Stat4,Socs3,-1,14559241
Stat5a,Cel,1,9841868
Stat5a,Sp1,1,17922009
Stat5a,Stk11,1,24913037
Stat5a,Sumo1,-1,22723377
Stat5b,Bcl6,1,15711548;16819511
Stat5b,Cel,1,9841868
Stat5b,Esr2,1,11731618
Stat5b,Ifng,1,12759422;15528362
Stat6,Adra2b,1,15037199
Stat6,Alox12,1,10657944
Stat6,Cyp2e1,1,20723539
Stat6,Cysltr1,1,16210619
Stat6,Dusp1,1,18342537
Stat6,Egln3,1,18342537
Stat6,Fos,1,11922943;18342537
Stat6,Fosb,1,18342537
Stat6,Il1r1,1,8757327
Stat6,Irf4,1,10601358
Stat6,Oprm1,1,20828825
Stat6,Sidt1,1,18342537
Taf1,Lrig2,1,22721266
Taf1,Src,1,14993269
Taf4,Cdkn1a,1,17996705
Taf5,Cdkn1a,1,17996705
Tal1,Cd34,-1,14715640
Tal1,Erg,1,21536859
Tal1,Krt7,1,20140202
Tal1,Mycn,1,24334727
Tbl1x,Myc,1,20493879
Tbp,E2f1,1,9400991
Tbp,Fus,-1,19841068
Tbp,Igfbp4,1,11058964
Tbp,Il6,-1,9209275
Tbr1,Reln,1,10749215;19165920
Tbx20,Fgf10,1,22303449
Tbx21,Ccr4,-1,14500650
Tbx21,Il13,1,18504404;19348920;23232398
Tbx21,Nelfcd,1,21930963
Tbx21,Ptgdr2,-1,14500650
Tbx5,Cdkn2a,1,20802524
Tbx5,Itga9,1,23139255
Tbx5,Myh6,1,15735645
Tcf3,Aicda,1,16785535;18203819
Tcf3,Bbc3,-1,23684607
Tcf3,Cdk6,-1,21788410
Tcf3,Il5ra,1,19231596
Myc,Tcf3,1,19881537
Tcf3,Myc,1,21788410;22384858;22564737
Tcf3,Rag1,1,1714414;21655267
Tcf4,Abcb1a,1,20459685
Tcf4,Bcl2,1,23671559
Tcf4,Birc5,1,19131553;19662654;19778454
Tcf4,Ccnd1,1,19662654;19778454;20459685
Tcf4,Cd44,1,16311123
Tcf4,Cntnap2,1,22777675
Tcf4,Fst,1,24667650
Tcf4,Heca,-1,22100912
Tcf4,Jun,1,19671687
Tcf4,Klf4,1,18977346
Tcf4,Lgr5,1,21436631
Tcf4,Mitf,-1,11382753;21519923
Tcf4,Notum,1,18429952
Tcf4,Nrxn1,1,22777675
Tcf4,Pten,-1,21132538
Tcf4,Skp2,1,19174556
Tcf4,Vcan,1,19269971
Tcf4,Vegfa,1,15940626;18952601
Tcf4,Vim,1,12750294
Tcf4,Wnt4,1,21436631
Tcf7l2,Abcb1a,1,10987283;12154096;15592430;20459685
Tcf7l2,Birc5,1,12885482;20331626
Tcf7l2,Ctnnb1,1,14706452;19347947;24214913;24317174
Tcf7l2,Heca,-1,22100912
Tcf7l2,Wwc1,1,24072042
Tcf7l2,Ptgs2,1,11396184;12566320
Tcf7l2,Snai2,1,19443654;20128911
Tcf7l2,Stard7,1,19679347;21622533
Stat3,Tcf7l2,1,23295773
Tcf7l2,Stat3,1,18602747
Tead1,Atp6v0a2,1,15878913
Tead1,Pax3,1,21687713
Tead1,Srf,1,24344135
Tef,Dbp,1,8617210
Tfap2a,Adra1a,1,10520459
Tfap2a,Adra2b,1,15037199
Tfap2a,Ccnb1,1,7739559
Tfap2a,Cftr,1,10652362
Tfap2a,Cga,1,10648798;11014230
Tfap2a,Col1a1,1,10775443
Tfap2a,Crabp2,1,17187826
Tfap2a,Crx,1,12408971
Tfap2a,Dcbld2,1,20525283;22468095
Tfap2a,Galnt3,1,10626815
Tfap2a,Gast,1,2566164
Tfap2a,Gpx4,1,10428483
Tfap2a,Gusb,1,15526106
Tfap2a,Hip1,1,11517213
Tfap2a,Htt,1,11483245
Tfap2a,Impdh2,1,7896827
Tfap2a,Krt5,1,12024040
Tfap2a,L1cam,1,12077189
Tfap2a,Pold2,1,10978529
Tfap2a,Prkca,1,12269829
Tfap2a,Ptgs2,1,16423197
Tfap2a,Snap91,1,14532018
Tfap2a,Spry2,1,14644509
Tfap2a,Sult1e1,1,17187826
Tfap2a,Timp2,1,8810321
Tfap2b,Drd1,1,10640692
Tfap2c,Crabp2,1,17187826;8660922
Tfap2c,Mmp2,1,19853299
Tfap2c,Sult1e1,1,17187826
Tfap4,Clcn5,1,15086899
Tfcp2,A2m,1,10455131
Tfcp2,Fga,1,10455131
Tfcp2,Gsk3b,1,16973241
Tfcp2,Spp1,1,20404171;21703197
Tfcp2,Wt1,1,10455131
Tfdp1,Cav1,1,10684646
Tfdp1,Cdk1,1,14618416
Tfdp1,Rrm1,1,14618416
Tp53,Tfdp1,1,9556576
Tfdp1,Tp53,-1,8557038
Tfdp1,Tyms,1,14618416
Tfeb,Tyr,1,10707962
Tfeb,Tyrp1,1,10707962
Tgif1,Serpine1,-1,19524896
Thra,Serpinc1,-1,8910619
Tle3,Runx1,-1,19403666
Tlx1,Nr4a3,1,15384172
Tob1,Il2,-1,11694881
Tp53,Alkbh2,1,20661249
Tp53,Antxr1,1,11711532
Tp53,Apcs,1,15378026
Tp53,Adgrb1,1,10945020;11875720;20351806
Tp53,Cables1,1,11706030
Tp53,E2f3,-1,20428827
Tp53,E2f7,1,22802528
Tp53,Fgf2,-1,10029407;8090761
Foxm1,Tp53,-1,18408007
Tp53,Foxm1,-1,19749794;19806025;21518729
Tp53,Fus,1,12364590
Tp53,Gli2,1,18813803
Tp53,Ipo7,-1,22284678
Tp53,Plk3,1,16581545;21394211
Tp53,Ptpa,-1,10787423
Tp53,Prg3,1,12135761
Tp53,Rad51b,1,9878257
Tp53,Reep5,-1,8557038
Tp53,Smad3,1,21900401
Tp53,Sstr2,-1,14695784
Tp53,Tbxas1,-1,14586398
Tp53,Tcf7l2,-1,14990988
Tp53,Uhrf1bp1,1,18220474
Tp53bp1,Brca1,1,15970701;21914189
Tp63,Ddb2,1,17984111
Tp63,Evpl,1,15988020
Tp63,Smarcd3,1,15988020
Tp63,Tcf4,1,22232078
Tp63,Xpc,1,17984111
Tp73,Cables1,1,11706030
Trerf1,Ccr7,1,17006331
Trerf1,Cd40,-1,18652845
Trerf1,Cd80,-1,18652845
Trerf1,Cd86,-1,18652845
Trerf1,Lilrb4a,-1,18652845
Trerf1,Lilrb4b,-1,18652845
Trib3,Smad3,1,21896644
Trim25,Rigi,1,21292167
Trim28,E2f3,-1,23060449
Trim28,E2f4,-1,23060449
Trim28,Nrif1,1,21170338
Tsg101,Cep55,-1,18948538
Tsg101,Egfr,-1,19154774
Tsg101,Reg4,-1,18643869
Twist1,Akr1c21,1,19051271
Twist1,Atm,1,19051271
Twist1,Bcl2,1,23095743
Twist1,Cd44,1,17487558
Twist1,Cdh2,1,21796367
Twist1,Ctps1,1,19051271
Twist1,Dnm3,1,18033314
Twist1,Erbb3,-1,19051271
Twist1,F2r,-1,19051271
Twist1,Fn1,1,20646316
Twist1,Fos,1,19051271
Twist1,Gdf15,1,19051271
Twist1,Icam1,1,17487558
Twist1,Ilk,-1,19051271
Twist1,Itgb1,1,17487558
Twist1,Mapk1,1,23222305
Twist1,Mapk3,1,23222305
Twist1,Mmp1a,1,23222305
Twist1,Mmp2,1,18353304;20646316
Twist1,Myb,-1,19051271
Twist1,Nf1,-1,19051271
Twist1,Nr2f1,1,19051271
Twist1,Pfdn4,-1,19051271
Twist1,Rap1a,-1,19051271
Twist1,Rbl2,-1,19051271
Twist1,Srpx,-1,19051271
Twist1,Timp1,-1,19513566
Twist2,Akr1c21,1,19051271
Twist2,Atm,1,19051271
Twist2,Cd44,1,17487558
Twist2,Cdh1,-1,19581928;21796367
Twist2,Cdh2,-1,19581928;21796367
Twist2,Ctps1,1,19051271
Twist2,Dkk1,1,18453541
Twist2,Erbb3,-1,19051271
Twist2,F2r,-1,19051271
Twist2,Fn1,1,20646316
Twist2,Fos,1,19051271
Twist2,Gdf15,1,19051271
Twist2,Icam1,1,17487558
Twist2,Ilk,-1,19051271
Twist2,Itgb1,1,17487558
Twist2,Mmp2,1,20646316
Twist2,Myb,-1,19051271
Twist2,Nf1,-1,19051271
Twist2,Nr2f1,1,19051271
Twist2,Pfdn4,-1,19051271
Twist2,Rap1a,-1,19051271
Twist2,Rbl2,-1,19051271
Twist2,Runx2,-1,12270142;21931630
Twist2,Srpx,-1,19051271
Ubtf,Taf1b,1,10082553
Usf1,Ascl2,-1,12917334
Usf1,B2m,1,12480693
Usf1,Ctsd,1,9731700
Usf1,Ext1,1,22037484
Usf1,Fbp1,1,11023824
Usf1,Fcer1a,1,11180124
Usf1,Fmo3,1,17786630
Usf1,Foxa2,1,22460558
Usf1,Id4,1,9516472
Usf1,Isg20,1,10871365
Usf1,Lipc,1,15721010;17016691;19416648
Usf1,Myh9,1,11467950
Usf1,Nfkb1,1,19686049
Usf1,Pou2f1,1,18845576
Usf1,Ptpn6,1,12071971
Usf1,Rela,1,19686049
Usf1,Scn9a,1,8923453
Usf1,Slc1a3,1,14713304
Usf1,Cd40lg,1,12663664
Usf1,Tyms,1,12782596
Usf2,Ascl2,-1,12917334
Usf2,Asph,1,19087304
Usf2,Atp5f1a,1,10434034;9099698
Usf2,B2m,1,12480693
Usf2,Brca1,1,14502648
Usf2,Cd2,1,7929376
Usf2,Ctsd,1,9731700
Usf2,Cxcr2,1,10229837
Usf2,Cxcr4,1,10229837
Usf2,Fbp1,1,11023824
Usf2,Fcer1a,1,11180124
Usf2,Hif1a,1,23991099
Usf2,Lipc,1,19416648
Usf2,Myh9,1,11467950
Usf2,Pdx1,1,10393088
Usf2,Pou2f1,1,18845576
Usf2,Ptpn6,1,12071971
Usf2,Slc19a1,1,15214842
Usf2,Cd40lg,1,12663664
Vdr,Asap2,1,23999061
Bhlhe40,Vdr,-1,19786558
Vdr,Bhlhe40,1,23220548
Vdr,Calb1,1,1317496
Vdr,Cd14,1,16402404;17290304
Vdr,Cst10,1,19662683
Vdr,Cyp3a11,1,22939842
Vdr,Cyp3a41a,1,22939842
Vdr,Cyp3a16,1,22939842
Vdr,Dkk4,-1,18408752
Vdr,Erbb2,1,10765127
Vdr,Foxp3,1,22529297
Vdr,Il6,-1,11050002
Vdr,Phb1,1,16849588;17207617
Vdr,Skp2,-1,16883603
Vdr,Tnfrsf21,1,12520529
Vdr,Tpt1,1,19815065
Vhl,Angpt2,-1,12434420
Vhl,Ar,1,23961993
Vhl,Ca12,1,9770531
Vhl,Ca9,1,15754010
Vhl,Ccnd1,1,19238077
Vhl,Cdkn1b,1,10778984
Vhl,Cdkn1c,1,15824735
Vhl,Col4a2,1,17700531
Vhl,Cxcr4,-1,13679920
Vhl,Dab2,1,15824735
Vhl,Igf1r,-1,17486080;19509240
Vhl,Klf10,-1,18359287
Vhl,Nmu,-1,21791076
Vhl,Sparc,1,15824735
Vhl,Cenpx,1,11278694
Vhl,Tcf4,1,16407833
Vhl,Tfrc,-1,15985433
Vhl,Vegfa,-1,10189987;10581162;10804089;12539169;12912922;19801654;7533661;8625303;8855222;9370235;9572397;9689663
Nsd2,Ar,1,19481544
Wt1,Camp,-1,12213901
Wt1,Cd14,1,9484784
Wt1,Adgre5,1,22313360
Wt1,Ciao1,-1,9556563
Wt1,Ckm,1,8389468
Wt1,Cx3cl1,1,17430890
Wt1,Dnmt3a,1,23042785
Wt1,Ereg,1,17430890
Wt1,Hbegf,1,17430890;22641673
Wt1,Il2rb,1,11960373
Wt1,Itgax,1,9484784
Wt1,Junb,1,17430890
Wt1,Nr5a1,-1,12130543;19001523
Wt1,U2af2,1,9784496
Wt1,Ube2i,-1,8798754
Wt1,Vegfb,1,17127464
Wwtr1,Asns,-1,22470139
Wwtr1,Bak1,1,22470139
Wwtr1,Bax,1,22470139
Wwtr1,Igfbp1,1,20164440
Wwtr1,Ltbr,1,22470139
Wwtr1,Smad3,1,22470139
Xbp1,Ccl12,1,16931790
Xbp1,Edem2,1,15579471
Xbp1,Ern1,1,20513357
Xbp1,Erp29,-1,19265690
Xbp1,Esr1,1,12954762;15487507;15882996
Xbp1,Gad1,1,18335162
Xbp1,Hspa1a,1,17404501
Xbp1,Prnp,1,23737521
Xbp1,Ptger4,1,23300802
Xbp1,Sod2,1,17192397
Xbp1,Zhx2,1,22078940
Xpc,Casp2,-1,22174370
Xpc,Cpd,1,12713809
Xpc,Kin,1,12525703
Xpc,Rnf111,-1,23751493
Ybx1,Anapc4,-1,20596676
Ybx1,Ccnc,-1,20596676
Ybx1,Cdc20,-1,20596676
Ybx1,Cdkn3,1,20596676
Ybx1,Cks2,-1,20596676
Ybx1,Cxcr4,1,17072343
